DATAFLOW,LAST_UPDATE,freq,unit,hhtyp,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Latvia,2023,93.56,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,North Macedonia,2018,79.35,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,North Macedonia,2019,81.93,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,North Macedonia,2020,79.41,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,North Macedonia,2021,82.20,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Malta,2005,35.26,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Malta,2006,51.12,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Malta,2007,57.52,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Malta,2008,67.40,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Malta,2009,62.14,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Malta,2010,68.94,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Malta,2011,71.32,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Malta,2012,81.20,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Malta,2013,77.88,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Malta,2014,85.30,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Malta,2015,83.78,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Malta,2016,81.33,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Malta,2017,86.41,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Malta,2018,84.03,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Malta,2019,87.76,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Malta,2020,92.44,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Malta,2021,88.71,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Malta,2022,92.85,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Malta,2023,93.61,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Netherlands,2004,64.99,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Netherlands,2005,77.91,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Netherlands,2006,78.88,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Netherlands,2007,86.66,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Netherlands,2008,87.94,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Netherlands,2009,91.06,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Netherlands,2010,90.41,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Netherlands,2011,93.12,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Netherlands,2012,93.63,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Netherlands,2013,94.69,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Netherlands,2014,95.77,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Netherlands,2015,94.63,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Netherlands,2016,97.28,b
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Netherlands,2017,98.09,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Netherlands,2018,98.40,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Netherlands,2019,97.81,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Netherlands,2020,97.92,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Netherlands,2021,98.54,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Netherlands,2022,97.82,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Netherlands,2023,98.79,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Norway,2004,60.56,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Norway,2005,67.25,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Norway,2006,74.81,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Norway,2007,79.51,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Norway,2008,81.84,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Norway,2009,91.48,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Norway,2010,94.55,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Norway,2011,92.96,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Norway,2013,92.46,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Norway,2014,93.72,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Norway,2015,95.66,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Norway,2016,96.71,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Norway,2017,97.31,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Norway,2018,96.41,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Norway,2019,99.26,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Norway,2020,96.94,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Norway,2021,98.71,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Norway,2022,99.71,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Norway,2023,98.87,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Poland,2005,31.49,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Poland,2006,36.45,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Poland,2007,35.58,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Poland,2008,44.47,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Poland,2009,58.32,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Poland,2010,61.88,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Poland,2011,68.00,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Poland,2012,70.12,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Poland,2013,71.02,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Poland,2014,73.78,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Poland,2015,74.11,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Poland,2016,79.64,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Poland,2017,81.47,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Poland,2018,82.66,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Poland,2019,86.32,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Poland,2020,90.36,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Poland,2021,91.07,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Poland,2022,92.56,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Poland,2023,92.54,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Portugal,2004,23.63,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Portugal,2005,30.13,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Portugal,2006,32.57,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Portugal,2007,36.71,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Portugal,2008,43.20,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Portugal,2009,45.58,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Portugal,2010,52.70,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Portugal,2011,56.83,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Portugal,2012,60.96,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Portugal,2013,62.57,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Portugal,2014,65.35,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Portugal,2015,71.89,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Portugal,2016,74.78,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Portugal,2017,77.37,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Portugal,2018,79.60,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Portugal,2019,79.50,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Portugal,2020,84.05,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Portugal,2021,86.84,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Portugal,2022,87.30,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Portugal,2023,89.49,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Romania,2006,,u
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Romania,2007,,u
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Romania,2008,27.83,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Romania,2009,59.97,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Romania,2010,60.68,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Romania,2011,63.15,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Romania,2012,56.81,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Romania,2013,62.50,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Romania,2014,62.98,b
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Romania,2015,71.91,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Romania,2016,74.19,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Romania,2017,77.23,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Romania,2018,81.75,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Romania,2019,83.48,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Romania,2020,87.71,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Romania,2021,90.26,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Romania,2022,89.64,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Romania,2023,91.84,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Sweden,2005,83.26,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Sweden,2006,83.64,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Sweden,2007,82.89,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Sweden,2008,87.89,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Sweden,2009,87.53,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Sweden,2010,89.37,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Sweden,2011,93.88,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Sweden,2012,91.59,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Sweden,2013,92.44,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Sweden,2014,90.27,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Sweden,2015,90.49,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Sweden,2016,94.33,b
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Sweden,2017,94.87,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Sweden,2018,93.52,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Sweden,2019,96.13,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Sweden,2020,94.18,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Sweden,2021,92.50,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Sweden,2022,93.23,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Sweden,2023,94.52,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovenia,2004,53.87,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovenia,2005,50.18,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovenia,2006,51.87,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovenia,2007,61.34,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovenia,2008,60.10,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovenia,2009,67.04,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovenia,2010,74.89,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovenia,2011,73.65,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovenia,2012,77.43,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovenia,2013,74.15,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovenia,2014,75.42,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovenia,2015,77.41,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovenia,2016,78.36,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovenia,2017,82.99,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovenia,2018,88.05,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovenia,2019,94.07,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovenia,2020,90.99,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovenia,2021,92.99,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovenia,2022,93.09,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovenia,2023,94.73,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovakia,2004,23.21,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovakia,2009,,u
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovakia,2012,75.99,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovakia,2013,78.72,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovakia,2014,80.93,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovakia,2015,82.22,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovakia,2016,81.59,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovakia,2017,84.23,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovakia,2018,84.57,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovakia,2019,82.98,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovakia,2020,86.75,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovakia,2021,90.70,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovakia,2022,91.87,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Slovakia,2023,91.39,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,United Kingdom,2004,64.70,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,United Kingdom,2005,64.24,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,United Kingdom,2006,69.58,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,United Kingdom,2007,68.64,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,United Kingdom,2008,73.93,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,United Kingdom,2009,76.08,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,United Kingdom,2010,83.78,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,United Kingdom,2011,83.51,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,United Kingdom,2012,87.75,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,United Kingdom,2013,87.82,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,United Kingdom,2014,92.54,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,United Kingdom,2015,92.10,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,United Kingdom,2016,94.14,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,United Kingdom,2017,93.18,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,United Kingdom,2018,95.17,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,United Kingdom,2019,96.99,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,United Kingdom,2020,96.64,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Kosovo*,2018,94.73,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Kosovo*,2019,94.59,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in towns and suburbs,Kosovo*,2020,96.48,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in rural areas,Albania,2022,98.46,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in rural areas,Albania,2023,96.67,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,Households located in rural areas,Austria,2004,43.59,
